,userId,movieId,rating,timestamp
0,1.0,1.0,4.0,964982703
1,1.0,3.0,4.0,964981247
2,1.0,6.0,4.0,964982224
3,1.0,47.0,5.0,964983815
4,1.0,50.0,5.0,964982931
5,1.0,70.0,3.0,964982400
6,1.0,101.0,5.0,964980868
7,1.0,110.0,4.0,964982176
8,1.0,151.0,5.0,964984041
9,1.0,157.0,5.0,964984100
10,1.0,163.0,5.0,964983650
11,1.0,216.0,5.0,964981208
12,1.0,223.0,3.0,964980985
13,1.0,231.0,5.0,964981179
14,1.0,235.0,4.0,964980908
15,1.0,260.0,5.0,964981680
16,1.0,296.0,3.0,964982967
17,1.0,316.0,3.0,964982310
18,1.0,333.0,5.0,964981179
19,1.0,349.0,4.0,964982563
20,1.0,356.0,4.0,964980962
21,1.0,362.0,5.0,964982588
22,1.0,367.0,4.0,964981710
23,1.0,423.0,3.0,964982363
24,1.0,441.0,4.0,964980868
25,1.0,457.0,5.0,964981909
26,1.0,480.0,4.0,964982346
27,1.0,500.0,3.0,964981208
28,1.0,527.0,5.0,964984002
29,1.0,543.0,4.0,964981179
30,1.0,552.0,4.0,964982653
31,1.0,553.0,5.0,964984153
32,1.0,590.0,4.0,964982546
33,1.0,592.0,4.0,964982271
34,1.0,593.0,4.0,964983793
35,1.0,596.0,5.0,964982838
36,1.0,608.0,5.0,964982931
37,1.0,648.0,3.0,964982563
38,1.0,661.0,5.0,964982838
39,1.0,673.0,3.0,964981775
40,1.0,733.0,4.0,964982400
41,1.0,736.0,3.0,964982653
42,1.0,780.0,3.0,964984086
43,1.0,804.0,4.0,964980499
44,1.0,919.0,5.0,964982475
45,1.0,923.0,5.0,964981529
46,1.0,940.0,5.0,964982176
47,1.0,943.0,4.0,964983614
48,1.0,954.0,5.0,964983219
49,1.0,1009.0,3.0,964981775
50,1.0,1023.0,5.0,964982681
51,1.0,1024.0,5.0,964982876
52,1.0,1025.0,5.0,964982791
53,1.0,1029.0,5.0,964982855
54,1.0,1030.0,3.0,964982903
55,1.0,1031.0,5.0,964982653
56,1.0,1032.0,5.0,964982791
57,1.0,1042.0,4.0,964981179
58,1.0,1049.0,5.0,964982400
59,1.0,1060.0,4.0,964980924
60,1.0,1073.0,5.0,964981680
61,1.0,1080.0,5.0,964981327
62,1.0,1089.0,5.0,964982951
63,1.0,1090.0,4.0,964984018
64,1.0,1092.0,5.0,964983484
65,1.0,1097.0,5.0,964981680
66,1.0,1127.0,4.0,964982513
67,1.0,1136.0,5.0,964981327
68,1.0,1196.0,5.0,964981827
69,1.0,1197.0,5.0,964981872
70,1.0,1198.0,5.0,964981827
71,1.0,1206.0,5.0,964983737
72,1.0,1208.0,4.0,964983250
73,1.0,1210.0,5.0,964980499
74,1.0,1213.0,5.0,964982951
75,1.0,1214.0,4.0,964981855
76,1.0,1219.0,2.0,964983393
77,1.0,1220.0,5.0,964981909
78,1.0,1222.0,5.0,964981909
79,1.0,1224.0,5.0,964984018
80,1.0,1226.0,5.0,964983618
81,1.0,1240.0,5.0,964983723
82,1.0,1256.0,5.0,964981442
83,1.0,1258.0,3.0,964983414
84,1.0,1265.0,4.0,964983599
85,1.0,1270.0,5.0,964983705
86,1.0,1275.0,5.0,964982290
87,1.0,1278.0,5.0,964983414
88,1.0,1282.0,5.0,964982703
89,1.0,1291.0,5.0,964981909
90,1.0,1298.0,5.0,964984086
91,1.0,1348.0,4.0,964983393
92,1.0,1377.0,3.0,964982653
93,1.0,1396.0,3.0,964983017
94,1.0,1408.0,3.0,964982310
95,1.0,1445.0,3.0,964984112
96,1.0,1473.0,4.0,964980875
97,1.0,1500.0,4.0,964980985
98,1.0,1517.0,5.0,964981107
99,1.0,1552.0,4.0,964982620
100,1.0,1573.0,5.0,964982290
101,1.0,1580.0,3.0,964981125
102,1.0,1587.0,5.0,964982346
103,1.0,1617.0,5.0,964982951
104,1.0,1620.0,4.0,964983056
105,1.0,1625.0,5.0,964983504
106,1.0,1644.0,3.0,964983536
107,1.0,1676.0,3.0,964982620
108,1.0,1732.0,5.0,964981125
109,1.0,1777.0,4.0,964981230
110,1.0,1793.0,4.0,964981404
111,1.0,1804.0,5.0,964983034
112,1.0,1805.0,4.0,964983056
113,1.0,1920.0,4.0,964981780
114,1.0,1927.0,5.0,964981497
115,1.0,1954.0,5.0,964982176
116,1.0,1967.0,4.0,964981710
117,1.0,2000.0,4.0,964982211
118,1.0,2005.0,5.0,964981710
119,1.0,2012.0,4.0,964984176
120,1.0,2018.0,5.0,964980523
121,1.0,2028.0,4.0,964981888
122,1.0,2033.0,5.0,964982903
123,1.0,2046.0,4.0,964982563
124,1.0,2048.0,5.0,964982791
125,1.0,2054.0,4.0,964981747
126,1.0,2058.0,5.0,964982400
127,1.0,2078.0,5.0,964982838
128,1.0,2090.0,5.0,964982838
129,1.0,2093.0,3.0,964981710
130,1.0,2094.0,5.0,964982653
131,1.0,2096.0,4.0,964982838
132,1.0,2099.0,4.0,964982588
133,1.0,2105.0,4.0,964981725
134,1.0,2115.0,5.0,964982529
135,1.0,2116.0,5.0,964982876
136,1.0,2137.0,5.0,964982791
137,1.0,2139.0,5.0,964982791
138,1.0,2141.0,5.0,964982838
139,1.0,2143.0,4.0,964981725
140,1.0,2161.0,5.0,964981710
141,1.0,2174.0,4.0,964981680
142,1.0,2193.0,4.0,964981710
143,1.0,2253.0,2.0,964981775
144,1.0,2268.0,4.0,964982989
145,1.0,2273.0,4.0,964982310
146,1.0,2291.0,5.0,964983664
147,1.0,2329.0,5.0,964983263
148,1.0,2338.0,2.0,964983546
149,1.0,2353.0,5.0,964983861
150,1.0,2366.0,4.0,964982462
151,1.0,2387.0,5.0,964983123
152,1.0,2389.0,2.0,964983094
153,1.0,2395.0,5.0,964981093
154,1.0,2406.0,4.0,964982310
155,1.0,2414.0,3.0,964982513
156,1.0,2427.0,5.0,964982242
157,1.0,2450.0,4.0,964982620
158,1.0,2459.0,5.0,964983414
159,1.0,2470.0,5.0,964982588
160,1.0,2478.0,4.0,964984169
161,1.0,2492.0,4.0,965719662
162,1.0,2502.0,5.0,964981278
163,1.0,2528.0,3.0,964982328
164,1.0,2529.0,5.0,964982242
165,1.0,2542.0,5.0,964981265
166,1.0,2571.0,5.0,964981888
167,1.0,2580.0,5.0,964983000
168,1.0,2596.0,5.0,964981144
169,1.0,2616.0,4.0,964983080
170,1.0,2617.0,2.0,964982588
171,1.0,2628.0,4.0,964980523
172,1.0,2640.0,4.0,964982377
173,1.0,2641.0,5.0,964982620
174,1.0,2644.0,4.0,964983393
175,1.0,2648.0,4.0,964983414
176,1.0,2654.0,5.0,964983393
177,1.0,2657.0,3.0,964983426
178,1.0,2692.0,5.0,964981855
179,1.0,2700.0,5.0,964980985
180,1.0,2716.0,5.0,964983414
181,1.0,2761.0,5.0,964982703
182,1.0,2797.0,4.0,964981710
183,1.0,2826.0,4.0,964980523
184,1.0,2858.0,5.0,964980868
185,1.0,2872.0,5.0,964981680
186,1.0,2899.0,5.0,964982703
187,1.0,2916.0,4.0,964982290
188,1.0,2944.0,5.0,964981872
189,1.0,2947.0,5.0,964982176
190,1.0,2948.0,5.0,964982191
191,1.0,2949.0,5.0,964981888
192,1.0,2959.0,5.0,964983282
193,1.0,2985.0,4.0,964983034
194,1.0,2987.0,5.0,964982495
195,1.0,2991.0,5.0,964982271
196,1.0,2993.0,5.0,964982242
197,1.0,2997.0,4.0,964980896
198,1.0,3033.0,5.0,964983762
199,1.0,3034.0,5.0,964982791
200,1.0,3052.0,5.0,964981208
201,1.0,3053.0,5.0,964984086
202,1.0,3062.0,4.0,964981872
203,1.0,3147.0,5.0,964983873
204,1.0,3168.0,4.0,964982495
205,1.0,3176.0,1.0,964983504
206,1.0,3243.0,3.0,964981093
207,1.0,3247.0,3.0,964983108
208,1.0,3253.0,5.0,964981107
209,1.0,3273.0,5.0,964983536
210,1.0,3386.0,5.0,964983484
211,1.0,3439.0,4.0,964981799
212,1.0,3440.0,4.0,964981799
213,1.0,3441.0,5.0,964982328
214,1.0,3448.0,5.0,964984054
215,1.0,3450.0,5.0,964981144
216,1.0,3479.0,4.0,964981725
217,1.0,3489.0,4.0,964981775
218,1.0,3527.0,4.0,964982271
219,1.0,3578.0,5.0,964980668
220,1.0,3617.0,4.0,964980683
221,1.0,3639.0,4.0,964982271
222,1.0,3671.0,5.0,964981589
223,1.0,3702.0,5.0,964983737
224,1.0,3703.0,5.0,964981909
225,1.0,3729.0,5.0,964982363
226,1.0,3740.0,4.0,964982417
227,1.0,3744.0,4.0,964980694
228,1.0,3793.0,5.0,964981855
229,1.0,3809.0,4.0,964981220
230,1.0,4006.0,4.0,964982903
231,1.0,5060.0,5.0,964984002
232,2.0,318.0,3.0,1445714835
233,2.0,333.0,4.0,1445715029
234,2.0,1704.0,4.5,1445715228
235,2.0,3578.0,4.0,1445714885
236,2.0,6874.0,4.0,1445714952
237,2.0,8798.0,3.5,1445714960
238,2.0,46970.0,4.0,1445715013
239,2.0,48516.0,4.0,1445715064
240,2.0,58559.0,4.5,1445715141
241,2.0,60756.0,5.0,1445714980
242,2.0,68157.0,4.5,1445715154
243,2.0,71535.0,3.0,1445714974
244,2.0,74458.0,4.0,1445714926
245,2.0,77455.0,3.0,1445714941
246,2.0,79132.0,4.0,1445714841
247,2.0,80489.0,4.5,1445715340
248,2.0,80906.0,5.0,1445715172
249,2.0,86345.0,4.0,1445715166
250,2.0,89774.0,5.0,1445715189
251,2.0,91529.0,3.5,1445714891
252,2.0,91658.0,2.5,1445714938
253,2.0,99114.0,3.5,1445714874
